Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Precipitation,Visibility,Cloud Cover,month,year,season,is_festival,is_extreme_heat,temp_anomaly
19.11,14.78,75.79,22.12,11.3,0,1.6,55,11,2018,1,0,0,-6.14
25.61,14,49.4,27.22,11.4,0,5.6,31.9,11,2018,1,0,0,0.36
24.61,16.44,61.47,27.72,11.2,0,4.9,61.2,11,2018,1,0,0,-0.64
25.5,17.72,62.12,26.47,9,0,6.2,55,11,2018,1,0,0,0.25
23.72,16.39,63.95,27.39,9.2,0,3.8,40.5,11,2018,1,0,0,-1.53
27.33,14.94,46.94,28,8,0,5.6,30.8,11,2018,1,0,0,2.08
25,14.11,52.91,27.56,6.9,0,5.1,52,12,2018,0,0,0,0.67
23.78,12.56,51.15,26.78,8.9,0,6.2,21.1,12,2018,0,0,0,-0.55
26.22,10.22,36.98,26.67,9,0,6.2,28,12,2018,0,0,0,1.89
20.67,15.89,74.09,22.52,11.5,0,5.5,40.2,12,2018,0,0,0,-3.66
24.94,14.56,52.69,27.22,12.7,0,6,46.3,12,2018,0,0,0,0.61
23.83,18.78,73.64,24.56,9.3,0,5.7,63.6,12,2018,0,0,0,-0.5
25.06,18.28,66.21,26.06,9.1,0,6.2,64.9,12,2018,0,0,0,0.73
23.83,18.61,73.52,24.57,9.1,0,5.6,52.5,12,2018,0,0,0,-0.5
26.72,16.39,53.29,28.28,7,0,6.2,56.6,12,2018,0,0,0,2.39
26.11,17.94,61.36,28.83,10.3,0,5.5,57.9,12,2018,0,0,0,1.78
24.22,16.06,61.51,27.44,10.3,0,5.6,40.4,12,2018,0,0,0,-0.11
26.44,15.39,50.89,27.89,11.3,0,6.2,59.9,12,2018,0,0,0,2.11
21.17,16.94,76.97,22.18,6.9,0,4,18.3,12,2018,0,0,0,-3.16
26.28,16.67,55.73,27.67,9.3,0,5.8,46.3,12,2018,0,0,0,1.95
25.78,13.78,51.62,28.17,11.4,0,4.4,20.6,12,2018,0,0,0,1.45
27.33,12.61,40.18,27.61,8.1,0,5.6,17.2,12,2018,0,0,0,3
21.61,16.33,73.5,22.93,4.7,0,3.3,60,12,2018,0,0,0,-2.72
27.72,12.44,39.15,27.89,7.8,0,4.2,30,12,2018,0,0,0,3.39
26,15.33,53.83,28.5,5.8,0,4,45,12,2018,0,0,0,1.67
25.72,15.83,55.91,27.83,7.9,0,3,33.4,12,2018,0,0,0,1.39
28.17,14.22,43.14,29.39,4.5,0,5,57.4,12,2018,0,0,0,3.84
20.39,17.94,85.98,19.84,4.6,0,2.2,43,12,2018,0,0,0,-3.94
26,16.56,56.57,27.5,6.9,0,4.4,61,12,2018,0,0,0,1.67
25.5,13,47.58,27.89,9.1,0,5.4,36.7,12,2018,0,0,0,1.17
27.39,11.17,36.37,27.28,7,0,4.4,64.2,12,2018,0,0,0,3.06
22.72,15,63.5,24.44,11.4,0,4.3,31.3,12,2018,0,0,0,-1.61
26,10.94,38.98,26.67,12.8,0,6.2,36,12,2018,0,0,0,1.67
22.83,12.11,51.58,25.01,11.5,0,4.2,49.2,12,2018,0,0,0,-1.5
22.28,10.22,47.11,25.01,11.4,0,4.3,39,12,2018,0,0,0,-2.05
24.72,9.06,37.16,25.49,9.2,0,5,59.2,12,2018,0,0,0,0.39
20.78,11.33,54.99,24.78,6.8,0,2.2,15,12,2018,0,0,0,-3.55
25.83,9.67,36.51,26.94,8.1,0,4.7,7.5,12,2018,0,0,0,1.5
24.11,14.39,55.87,27.39,6.9,0,3.9,53.3,12,2018,0,0,0,-0.22
25.22,14.39,51.62,26.05,3.4,0,4.7,38.5,12,2018,0,0,0,0.89
22.5,14.83,62.58,24.42,5.8,0,5,42.1,12,2018,0,0,0,-1.83
27.17,13.44,43.11,28.28,6.9,0,5,41.2,12,2018,0,0,0,2.84
25.22,15.11,55.44,27.78,6.9,0,4.5,49.9,12,2018,0,0,0,0.89
24.72,16.5,61.5,28.72,7.8,0,4.8,44.9,12,2018,0,0,0,0.39
27.67,13.61,42.08,27.94,8.1,0,5.9,50,12,2018,0,0,0,3.34
22.56,17.5,73.7,23.45,10.2,0,3.1,64.9,12,2018,0,0,0,-1.77
26.89,16.61,53.47,28.89,12.7,0,5.1,58.5,12,2018,0,0,0,2.56
25.78,15.5,54.5,28.28,9.1,0,4.7,49.4,12,2018,0,1,0,1.45
26.61,14.61,47.83,27.28,6.7,0,5.6,64.9,12,2018,0,1,0,2.28
23.39,15.44,61.59,24.86,9.2,0,4,22,12,2018,0,1,0,-0.94
28,13.72,41.49,28.56,8,0,5.4,42.3,12,2018,0,1,0,3.67
27.22,11.44,38.02,28.67,10.1,0,4.3,21.8,12,2018,0,1,0,2.89
25.17,16.56,59.41,28.28,8,0,3.7,44.2,12,2018,0,1,0,0.84
28.72,15.5,44.74,29.11,4.7,0,5,59.9,12,2018,0,1,0,4.39
21.06,17.61,81.04,21.36,5.9,0,2.5,45.2,12,2018,0,1,0,-3.27
26.11,15.61,52.86,27.5,6.7,0,4.3,56,12,2018,0,1,0,1.78
23.44,15.83,63.46,24.81,10.3,0,3.8,57.7,12,2018,0,1,0,-0.89
25.39,14.06,49.41,26.12,5.8,0,5.5,49.9,12,2018,0,1,0,1.06
20.94,14.94,69.27,23.33,10.3,0,3.3,60.4,12,2018,0,1,0,-3.39
24.72,12.17,45.72,25.68,8.1,0,4.1,51.7,12,2018,0,1,0,0.39
23.33,9.89,45.42,25.18,9,0,4.8,10.2,12,2018,0,1,0,-1
20.83,8.22,49.85,25.01,8,0,4.8,18.5,1,2019,0,1,0,-3.99
26.44,2,20.53,26.11,9.1,0,5.6,0,1,2019,0,1,0,1.62
16.56,10.11,65.71,25.76,11.3,0,4.6,39.6,1,2019,0,0,0,-8.26
24.89,5.83,30.51,26.17,12.9,0,5.2,6.2,1,2019,0,0,0,0.07
23.33,5.89,37.76,26.44,14.4,0,4.8,25.9,1,2019,0,0,0,-1.49
26.06,2.39,21.54,26.17,9.1,0,5.6,15,1,2019,0,0,0,1.24
20.72,8.22,45.84,25.1,9.2,0,4.3,10.7,1,2019,0,0,0,-4.1
26.61,4.56,24.46,26.61,11.4,0,6.2,0,1,2019,0,0,0,1.79
23.39,9.94,45.34,26.5,10.1,0,4.7,8.6,1,2019,0,0,0,-1.43
21.33,11.72,56.83,24.62,7,0,3.5,27.2,1,2019,0,0,0,-3.49
26.78,8.28,31.13,26.5,7,0,5.6,15,1,2019,0,0,0,1.96
17.44,14.06,80.87,21.22,5.8,0,2.2,44.2,1,2019,0,0,0,-7.38
25.72,8.28,34.62,26.89,9.1,0,5.6,15.7,1,2019,0,0,0,0.9
24.94,6.83,33.74,26.72,9.2,0,5.1,6,1,2019,0,0,0,0.12
27.17,3.39,21.8,26.72,7,0,6.2,29.9,1,2019,0,0,0,2.35
22.44,9.22,45.44,25.03,11.3,0,3.7,7.4,1,2019,0,0,0,-2.38
28.33,0.39,16.53,27.33,10.4,0,4.8,3.3,1,2019,0,0,0,3.51
24.33,8.89,41.25,27,10.2,0,4.4,12.2,1,2019,0,0,0,-0.49
22.5,10,48.96,26.22,5.8,0,3.6,5,1,2019,0,0,0,-2.32
28.06,4.78,23.1,27.39,5.9,0,5.6,0,1,2019,0,0,0,3.24
19,13.61,71.23,23.13,6.8,0,1.6,19.5,1,2019,0,0,0,-5.82
26.06,8.39,33.33,27,7.9,0,4.7,35.5,1,2019,0,0,0,1.24
24.5,7.5,39.14,27.33,8,0,4.1,18.2,1,2019,0,0,0,-0.32
27.94,4.33,22.46,27.39,5.8,0,5.6,37.9,1,2019,0,0,0,3.12
18.72,14.94,79.98,21.1,8,0,2.6,34.9,1,2019,0,1,0,-6.1
27.06,7.22,29.26,26.94,9.1,0,5.2,36.7,1,2019,0,1,0,2.24
25.28,0,20.17,27.39,10.3,0,5.2,47.1,1,2019,0,0,0,0.46
22.94,6.78,36.81,24.99,10.2,0,4.3,10,1,2019,0,0,0,-1.88
27.56,3.28,21.03,26.78,7,0,5.6,14.8,1,2019,0,0,0,2.74
19.78,12,60.9,24.48,9,0,4,28.1,1,2019,0,0,0,-5.04
26.44,5.89,28.38,26.94,10.3,0,5.2,11.9,1,2019,0,0,0,1.62
24.22,9.83,44.09,26.89,8.9,0,3.8,10.4,1,2019,0,0,0,-0.6
27.56,5.06,23.87,26.83,9.2,0,5.6,15,1,2019,0,0,0,2.74
22.17,6.22,39.32,24.96,10.1,0,3.6,10.4,1,2019,0,0,0,-2.65
28.17,1.22,17.56,27.44,13.5,0,5.6,12,1,2019,0,0,0,3.35
24.67,4.06,27.47,26.33,11.3,0,4.9,37.6,1,2019,0,0,0,-0.15
22.61,6.22,41.22,26,9.3,0,5.3,31.7,1,2019,0,0,0,-2.21
27.44,3.39,21.79,27.06,11.3,0,6.2,50,1,2019,0,0,0,2.62
15.83,14.06,89.1,18.95,3.4,0,0.6,45.8,1,2019,0,0,0,-8.99
25.67,5.72,30.55,26.67,6.8,0,4.9,8,1,2019,0,0,0,0.85
24.67,11.5,46.67,27.28,6.9,0,4.5,8.7,1,2019,0,0,0,-0.15
27.67,8.61,30.23,27.06,4.7,0,5.6,0,1,2019,0,0,0,2.85
23,15.56,64.52,24.51,5.9,0,3.7,46.8,1,2019,0,0,0,-1.82
28.39,11.39,34.97,28.39,6.8,0,5.8,35.7,1,2019,0,0,0,3.57
25.72,13.33,47.67,28.28,9.2,0,4.4,31.2,1,2019,0,0,0,0.9
23.94,16.39,64.41,27.11,7,0,3.7,50.5,1,2019,0,0,0,-0.88
27.61,13.72,42.54,27.94,7.9,0,5.6,55,1,2019,0,0,0,2.79
20.89,17.72,82.1,21.05,7,0,2.5,65.1,1,2019,0,0,0,-3.93
26.44,15.83,52.72,28.06,8.1,0,4.4,61.1,1,2019,0,0,0,1.62
25.39,15.67,56.72,28.39,6.9,0,4.2,48.4,1,2019,0,0,0,0.57
27.61,14.67,45.29,27.72,6.8,0,5,64.9,1,2019,0,0,0,2.79
20.72,15.11,70.68,23.09,10.3,0,4,59.9,1,2019,0,0,0,-4.1
25.56,13.83,48.7,26.89,8.1,0,5.4,43.8,1,2019,0,0,0,0.74
24.78,11.06,45.09,27.06,11.2,0,5.5,32.6,1,2019,0,0,0,-0.04
22.56,12.67,55.21,24.84,13.8,0,3.8,35.9,1,2019,0,0,0,-2.26
26.22,9.11,34.02,26.5,9.1,0,5,49.8,1,2019,0,0,0,1.4
18.67,14.17,75.14,22.36,8,0,2.5,33.1,2,2019,0,0,0,-8.53
25.5,10.22,39.08,26.5,6.9,0,5,39.5,2,2019,0,0,0,-1.7
24.78,12.22,47.67,27.22,6.8,0,4.6,33.8,2,2019,0,0,0,-2.42
27.5,9.78,33.06,27.11,4.8,0,5.6,28.1,2,2019,0,0,0,0.3
23.56,13.28,54.58,25.16,9.2,0,5.3,12.5,2,2019,0,0,0,-3.64
27.61,11.44,36.68,27.83,9,0,6.2,35.9,2,2019,0,0,0,0.41
26.39,10.61,38.29,28.39,13.9,0,5.5,15.2,2,2019,0,0,0,-0.81
24.94,13.56,49.48,27.78,11.4,0,4.4,37.5,2,2019,0,0,0,-2.26
28.56,13.11,38.89,29,10.3,0,6.2,52.5,2,2019,0,0,0,1.36
22.39,9.39,43.78,25.03,10.2,0,2.8,33,2,2019,0,0,0,-4.81
28.11,11.06,34.66,28.78,10.3,0,5.3,7.8,2,2019,0,0,0,0.91
26.94,12.56,41.9,28.78,7.9,0,5.1,33.5,2,2019,0,0,0,-0.26
29.5,13.06,36.89,28.94,8,0,5.6,60.3,2,2019,0,0,0,2.3
25.78,16.83,58.3,28.44,5.8,0,3.9,44.2,2,2019,0,0,0,-1.42
30.5,14.5,37.99,30.5,6.9,0,5.4,54.9,2,2019,0,0,0,3.3
27.06,17.39,56.94,29.83,6.9,0.2,4.2,50.6,2,2019,0,0,0,-0.14
24.67,19.22,72.66,27.94,6,0,3.7,63.2,2,2019,0,0,0,-2.53
28.67,17.17,49.81,29.78,9.2,0,5,55,2,2019,0,0,0,1.47
21.39,16.72,74.66,22.66,11.4,0,4.9,55,2,2019,0,0,0,-5.81
26.22,15.44,51.67,27.5,15,0,4.7,53.7,2,2019,0,0,0,-0.98
25.28,13.06,48.48,27.61,15,0,5.1,22,2,2019,0,0,0,-1.92
26.94,12.56,40.96,26.94,11.5,0,5.6,54.3,2,2019,0,0,0,-0.26
22.5,12.83,56.74,24.76,9.2,0,4.8,16.1,2,2019,0,0,0,-4.7
28.17,10.17,32.6,27.89,12.7,0,6.2,34.9,2,2019,0,0,0,0.97
27.5,12.17,38.6,29.78,13.8,0,5.4,30.6,2,2019,0,0,0,0.3
26.44,16.33,55.19,29.67,5.8,0,5,18.3,2,2019,0,0,0,-0.76
30.33,12.56,33.69,30,5.7,0,6.2,59.7,2,2019,0,0,0,3.13
23.89,17.94,69.65,24.84,11.2,0,3.1,13.3,2,2019,0,0,0,-3.31
29.5,15.28,43.27,30.89,11.3,0,4.7,50.9,2,2019,0,0,0,2.3
28.44,12.33,38.38,30.67,11.6,0,5.7,16.1,2,2019,0,0,0,1.24
30.94,11.56,30.43,29.72,9.2,0,6.2,37.9,2,2019,0,0,0,3.74
27.11,12.61,41.81,28.5,4.6,0,3.9,4.4,2,2019,0,0,0,-0.09
31.72,7.5,22.3,30.89,7,0,6.2,15.7,2,2019,0,0,0,4.52
29.11,16.44,47.92,31.5,9.1,0,4.6,46.4,2,2019,0,0,0,1.91
26.56,15.72,53.48,30.06,12.8,0,6,26.7,2,2019,0,0,0,-0.64
30.67,12,31.83,30.61,14.9,0,6.2,28,2,2019,0,0,0,3.47
23.5,14.06,55.55,25.12,5.8,0,3.1,14.9,2,2019,0,0,0,-3.7
29.5,8.33,26.89,29.22,16.7,0,6.1,0,2,2019,0,0,0,2.3
28.33,4.78,23.47,29.22,18.3,0,6.2,0,2,2019,0,0,0,1.13
30.06,1.83,16.39,28.17,18.3,0,6.2,0,2,2019,0,0,0,2.86
26.33,3.44,24.46,28.17,11.5,0,5.3,0.1,2,2019,0,0,0,-0.87
32.11,1.33,14.09,30.61,18.2,0,6.2,0,2,2019,0,0,0,4.91
30.17,4,20.37,31,11.5,0,5.5,4.3,2,2019,0,0,0,2.97
29.83,-0.17,15.82,30.61,9.1,0,5,17.5,2,2019,0,0,0,2.63
33.44,-1.83,10.48,32.06,8,0,6.2,0,2,2019,0,0,0,6.24
24.67,17.72,65.58,25.68,7.1,0,3.7,14.9,2,2019,0,0,0,-2.53
30.89,10.83,32.03,31.67,11.3,0,5.8,27.8,2,2019,0,0,0,3.69
28.17,15.72,49.9,30.72,11.3,0,4.7,36.6,2,2019,0,0,0,0.97
32,11,27.57,30.61,3.5,0,5,50,2,2019,0,0,0,4.8
25.89,10.78,39.72,27.83,9,0,5,27.9,2,2019,0,0,0,-1.31
31.44,9.11,25.2,30.22,11.2,0,5.4,7.7,2,2019,0,0,0,4.24
30.06,13.5,39.24,31.22,6.8,0,4.8,29.8,3,2019,3,0,0,0.21
27.11,17.67,57.57,29.67,9.2,0,4.6,31.4,3,2019,3,0,0,-2.74
30.78,15.5,39.83,31.06,7,0,5,50,3,2019,3,0,0,0.93
24.11,17.94,68.5,25.09,5.8,0,3.1,27.2,3,2019,3,0,0,-5.74
29.67,16.17,44.74,30.94,6,0,5.3,52.1,3,2019,3,0,0,-0.18
29.5,16.33,47.09,32.56,5.9,0,5.1,19.8,3,2019,3,0,0,-0.35
32.44,14.22,33.3,32.22,3.4,0,5.6,64.9,3,2019,3,0,0,2.59
27.06,18.5,60.33,29.67,5.9,0,4.1,29.8,3,2019,3,0,0,-2.79
32.28,15.94,37.79,32.89,7.9,0,4.6,35.8,3,2019,3,0,0,2.43
31.83,11.06,29.61,33,9.2,0,5.7,21.5,3,2019,3,0,0,1.98
31.39,9.39,27.66,32.56,11.4,0,5.2,1.7,3,2019,3,0,0,1.54
35.39,1.56,11.94,33.78,11.3,0,6.2,29.9,3,2019,3,0,0,5.54
27.5,16.5,51.24,28.17,5.8,0,5,14.9,3,2019,3,0,0,-2.35
33.44,8.17,21.86,32.67,9.1,0,6.2,14.5,3,2019,3,0,0,3.59
29.17,16.61,49.35,31.22,6.9,0,5.1,52.1,3,2019,3,0,0,-0.68
32.06,13.22,31.89,31.89,4.8,0,5.6,43.5,3,2019,3,0,0,2.21
28.17,18.5,56.5,31.28,7.1,0,6.2,35.4,3,2019,3,0,0,-1.68
32.22,13.89,32.96,32.22,8.1,0,6.2,53.2,3,2019,3,0,0,2.37
30.67,13.33,36.82,31.67,11.4,0,6.1,33.6,3,2019,3,0,0,0.82
29.17,11.33,35.93,29.94,11.5,0,5.8,18.1,3,2019,3,0,0,-0.68
32.5,6.44,19.72,31.17,14.7,0,6.2,0.2,3,2019,3,0,0,2.65
26.5,9.22,34.07,26.94,5.7,0,5,0,3,2019,3,0,0,-3.35
31.83,5.17,18.87,31.06,13.8,0,6,0,3,2019,3,0,0,1.98
30.56,6.06,21.93,31.28,15,0,5.6,8.3,3,2019,3,0,0,0.71
31.67,5.83,19.78,29.94,11.4,0,6.2,50,3,2019,3,0,0,1.82
28.83,5.83,23.59,29.33,11.6,0,5.6,0,3,2019,3,0,0,-1.02
32.17,4.22,17.27,30.89,13.9,0,6.2,0,3,2019,3,0,0,2.32
29.44,5.83,23.27,30.39,11.6,0,6,5,3,2019,3,0,0,-0.41
28.56,7.56,28.34,29.11,7.2,0,5.6,0,3,2019,3,0,0,-1.29
32.28,4.33,17.27,30.78,9.1,0,6.2,0,3,2019,3,0,0,2.43
25,16.28,58.66,25.98,5.9,0,5,0.1,3,2019,3,0,0,-4.85
31.28,11.06,30.13,31.28,9.1,0,6.1,14.9,3,2019,3,0,0,1.43
30,14.94,41.79,32.83,9.2,0,5.9,16.6,3,2019,3,0,0,0.15
32.83,13.17,30.4,31.89,5.9,0,6.2,45,3,2019,3,0,0,2.98
27.39,18.11,57.54,30.39,6.9,0,5.3,7.5,3,2019,3,0,0,-2.46
32.44,10.78,26.55,31.56,7.1,0,6.2,33,3,2019,3,0,0,2.59
31,11.94,33.29,32.33,6.9,0,6,23.3,3,2019,3,1,0,1.15
29.44,15.61,44.52,31.89,9.1,0,6.2,20.4,3,2019,3,0,0,-0.41
33.44,11.94,27.12,32.67,4.7,0,6.2,45,3,2019,3,0,0,3.59
27,17.17,54.98,28.5,8,0,5.6,0,3,2019,3,1,0,-2.85
32.83,13.44,31.47,33.11,11.2,0,6.1,34.4,3,2019,3,1,0,2.98
31.11,14.44,38.83,32.61,9.1,0,5.9,26.2,3,2019,3,0,0,1.26
33.67,11.61,26.23,32.44,7,0,6.2,49.9,3,2019,3,0,0,3.82
28.72,15.61,47.83,30.44,5.9,0,5.2,0.1,3,2019,3,0,0,-1.13
33.72,9.56,22.85,33.06,14.9,0,5.4,21.6,3,2019,3,0,0,3.87
31.72,9.22,25.85,32.22,10.3,0,6.1,2,3,2019,3,0,0,1.87
29.33,14.72,43.42,31.39,9.2,0,6,5.2,3,2019,3,0,0,-0.52
34.22,5.17,16.48,32.89,11.4,0,6.2,5.1,3,2019,3,0,0,4.37
26.11,18.33,62.4,27.83,5.8,0,5.6,0,3,2019,3,0,0,-3.74
33.89,7.72,21.25,33.5,11.2,0,5.9,0,3,2019,3,0,0,4.04
30.61,15.78,43.37,33.5,11.4,0,6,24.9,3,2019,3,0,0,0.76
33.67,10.94,25.1,32.22,8,0,6.2,49.9,3,2019,3,0,0,3.82
29.17,13.94,40.84,30.61,5.9,0,5.6,0,3,2019,3,1,0,-0.68
34.06,6.61,18.35,32.67,9,0,6.2,18.5,3,2019,3,1,0,4.21
31.72,15,39.61,33.67,11.1,0,6,29.5,3,2019,3,0,0,1.87
29.83,15.28,44.53,32.22,6.8,0,5.4,8.8,4,2019,3,0,0,-1.18
34.72,9.5,21.54,33.94,8.1,0,6.2,49.9,4,2019,3,0,0,3.71
27,19.61,64.35,29.17,6.8,0,5.5,32.7,4,2019,3,0,0,-4.01
32.06,15.11,37.48,32.56,5.9,0,5.4,45.1,4,2019,3,0,0,1.05
32,15.06,38.43,40.17,12.6,0,5.5,19.3,4,2019,3,0,1,0.99
33.17,9.22,23.04,32.06,10.3,0,6.2,44.8,4,2019,3,0,0,2.16
28.5,15.83,47.39,30.61,8.3,0,5.3,0,4,2019,3,0,0,-2.51
33.56,6.94,19.29,32.83,13.8,0,6.2,18.5,4,2019,3,0,0,2.55
31.17,11,32.75,31.78,12.1,0,6.1,29.7,4,2019,3,0,0,0.16
30.17,14.28,41,32.33,7.7,0,5.6,18.5,4,2019,3,1,0,-0.84
34.67,7,18.48,33.39,8.1,0,6.2,42.5,4,2019,3,1,0,3.66
28,17.83,54.8,29.11,5.8,0,5.6,0,4,2019,3,0,0,-3.01
34.11,9.56,22.92,33.83,23,0,6.1,35.7,4,2019,3,0,0,3.1
31.72,15.94,40.82,34.61,7.9,0,6,21.2,4,2019,3,0,0,0.71
33.39,13.5,30.29,32.67,9,0,6.2,60.8,4,2019,3,0,0,2.38
27.61,17.17,53.11,31,6.9,0,6.2,0,4,2019,3,0,0,-3.4
32.89,15.94,36.31,34.72,9.3,0,5.6,45.5,4,2019,3,0,0,1.88
32.39,15.5,38.43,34.72,9.3,0,5.7,33,4,2019,3,0,0,1.38
30.33,18.44,51.44,33.28,6.8,0,5.8,42.5,4,2019,3,0,0,-0.68
33.94,11.56,25.83,33.11,11.3,0,6.2,40.8,4,2019,3,0,0,2.93
29.5,17,47.15,31.22,3.5,0,5,19.9,4,2019,3,0,0,-1.51
34.17,10.5,24.24,33.89,11.3,0,6.1,26.9,4,2019,3,0,0,3.16
32.28,13.06,33.58,33.56,9.1,0,5.7,16.5,4,2019,3,1,0,1.27
33.67,11.17,25.37,32.44,9.2,0,6.2,28.6,4,2019,3,1,0,2.66
30.28,15.83,42.94,31.78,8,0,5.6,0.1,4,2019,3,1,0,-0.73
34.56,7.44,19.26,33,13.7,0,6.2,24.2,4,2019,3,1,0,3.55
32.11,12,32.21,32.89,9.2,0,6,12.5,4,2019,3,0,0,1.1
30.72,14.78,38.85,32.89,8.2,0,5.8,13.7,4,2019,3,0,0,-0.29
34.94,12.17,25.31,34.61,4.7,0,6.2,33.2,4,2019,3,0,0,3.93
27.89,21.22,67.23,31.28,5.9,0,5,28.6,4,2019,3,0,0,-3.12
29.94,18.67,54.74,35.94,9.3,0.12,4.4,46.4,4,2019,3,0,1,-1.07
31.83,17.33,42.67,35.11,6.9,0,6.1,29.4,4,2019,3,0,1,0.82
34.28,15.94,33.7,34.61,7,0,6.2,35.7,4,2019,3,0,0,3.27
28,19.56,60.61,31.72,8.1,0,5.6,16.5,4,2019,3,0,0,-3.01
32.28,17.17,40.75,33.94,6.9,0,6.2,42,4,2019,3,0,0,1.27
30.22,18.17,49.43,33.72,7.2,0,5.6,43.6,4,2019,3,1,0,-0.79
28.17,17.39,54.27,31.22,9.1,0,4.8,54.8,4,2019,3,0,0,-2.84
32.67,14.61,33.64,32.5,5.9,0,6.2,36.1,4,2019,3,0,0,1.66
27.5,20.83,67.78,30.72,3.5,0,4.4,33,4,2019,3,0,0,-3.51
32.5,18.06,42.61,35.56,8.1,0,5.9,48.8,4,2019,3,0,1,1.49
30.89,15.61,40.95,32.94,9,0,5.9,33.8,4,2019,3,0,0,-0.12
31.83,14.5,35.16,31.72,8.2,0,6.2,53.5,4,2019,3,0,0,0.82
29.56,16.17,45.24,31,5.8,0,5.3,31.8,4,2019,3,0,0,-1.45
32.61,13.72,32.07,33.06,10.4,0,6.2,24.5,4,2019,3,0,0,1.6
31.94,13.89,35.42,34.06,12.7,0,5.7,26.9,4,2019,3,0,0,0.93
30.5,18.33,52.08,34.22,7.8,0,5.2,29.7,4,2019,3,0,0,-0.51
35.22,12.33,25.29,34.44,11.5,0,6.2,33.4,4,2019,3,0,0,4.21
28,19.56,60.43,30.22,4.8,0,5,25,4,2019,3,1,0,-3.01
34.44,12.83,28.05,35.17,12.7,0,5.7,40.6,4,2019,3,1,1,3.43
29.78,17.67,49.64,32.28,6.9,0,4.8,48.5,4,2019,3,0,0,-1.23
31.67,13.83,33.88,31.22,6.1,0,5.6,60.7,4,2019,3,0,0,0.66
28.39,21.56,66.77,33.33,7,0,5,45.7,4,2019,3,0,0,-2.62
33.5,15.94,35.6,35.28,9.7,0,5.4,38.4,4,2019,3,0,1,2.49
30.22,19,52.1,34.39,11.4,0,4.8,40.6,4,2019,3,0,0,-0.79
27.22,20.28,66.58,31.83,16.2,0,5.4,47.8,5,2019,3,0,0,-2.18
29.17,19.44,55.98,31.22,11.6,0,6.2,69.8,5,2019,3,0,0,-0.23
24.78,18.78,69.83,25.73,10.5,0,5.6,40.2,5,2019,3,0,0,-4.62
31.5,11.83,31.64,31.83,13.9,0,6.1,46.7,5,2019,3,0,0,2.1
28.94,15.39,45.96,32.17,11.5,0,5.9,37,5,2019,3,0,0,-0.46
32.56,13.17,30.83,32.17,9.2,0,6.2,35,5,2019,3,0,0,3.16
26.56,16.94,55.87,28.89,9.3,0,5.9,19.1,5,2019,3,1,0,-2.84
32,16.39,39.32,32.94,7,0,6.2,31.7,5,2019,3,1,0,2.6
32,16.89,42.61,36.06,5.8,0,6,22.3,5,2019,3,0,1,2.6
29.94,19,54.01,35.5,7.1,0,5.8,30.8,5,2019,3,0,1,0.54
34.5,12.83,27.28,33.94,7.1,0,6.2,50.7,5,2019,3,0,0,5.1
26.17,21.17,74.01,28.83,13.9,0,5.6,64.9,5,2019,3,0,0,-3.23
30.56,19.17,50.91,36.28,14.4,0,5.5,54.1,5,2019,3,0,1,1.16
28.83,19.78,59.08,32.94,11.6,0,5.7,45.1,5,2019,3,0,0,-0.57
31.06,18.94,48.56,32.94,4.9,0,6.2,33.3,5,2019,3,0,0,1.66
26.72,19.61,65.67,29.56,9.2,0,4.5,33.5,5,2019,3,0,0,-2.68
31.78,17.89,43.95,34.44,9.3,0,6,34,5,2019,3,0,0,2.38
31.89,15.5,38.53,34.28,7,0,6.1,35.9,5,2019,3,0,0,2.49
30.61,20.78,56.9,35.22,9.1,0,5.8,41.4,5,2019,3,0,1,1.21
31.06,18.28,49.4,36,11.5,0.04,4.4,62.7,5,2019,3,0,1,1.66
27,20.61,68.3,29.61,4.8,0,5.5,54.9,5,2019,3,0,0,-2.4
31.11,17.89,46.45,34.28,11.4,0,5.7,55.1,5,2019,3,0,0,1.71
29.61,20.5,58.87,37.67,9.3,0,5.6,35.1,5,2019,3,0,1,0.21
26.56,21.17,74.26,27.89,3.7,0,5,69.9,5,2019,3,0,0,-2.84
27.56,21.06,68.7,32.28,9.2,0,5.3,48.8,5,2019,3,0,0,-1.84
32.56,17.61,41.62,34.28,9.2,0,6.2,41.7,5,2019,3,0,0,3.16
29.11,20.28,60.7,35.94,9.2,0.16,4.4,44.7,5,2019,3,0,1,-0.29
29.33,19.28,55.51,33.5,6.9,0,5.8,33.2,5,2019,3,0,0,-0.07
31.67,19.17,47.91,36.61,7,0,6.2,54.6,5,2019,3,0,1,2.27
26.67,20.5,69.26,30,3.4,0,5.6,14.9,5,2019,3,0,0,-2.73
27.17,20.28,67.71,34,7.9,0.43,4.2,54.5,5,2019,3,0,0,-2.23
30.56,19.17,52.21,34.83,5.9,0,5.6,35.6,5,2019,3,0,0,1.16
31.67,19.17,47.86,34.39,2.4,0,6.1,50,5,2019,3,0,0,2.27
28.28,22.11,70,33.22,11.3,0,5.3,17.2,5,2019,3,0,0,-1.12
32.94,17.39,39.96,34.89,7,0,6,36.1,5,2019,3,0,0,3.54
30.89,20.78,56.29,36.17,8.1,0,5.4,36.6,5,2019,3,0,1,1.49
29.5,20.17,58.6,33.89,9.1,0,5.8,18.7,5,2019,3,0,0,0.1
33.33,17,37.95,34,5.9,0,6.2,49.9,5,2019,3,0,0,3.93
