Date time,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Precipitation,Visibility,Cloud Cover
2014-02-26,27.11,16.67,55.42,31.0,9.2,0.0,6.2,34.9
2014-02-26,31.72,8.22,23.3,32.11,6.9,0.0,6.2,18.7
2014-02-27,23.56,17.28,68.13,24.64,5.8,0.0,6.2,30.0
2014-02-27,31.22,12.33,32.99,32.28,4.7,0.0,6.2,34.2
2014-02-28,29.22,18.06,52.53,34.56,11.4,0.0,6.2,44.3
2014-02-28,31.56,15.83,38.93,33.0,3.4,0.0,6.2,50.1
2014-03-01,24.83,20.61,77.79,29.22,6.9,0.0,6.2,89.4
2014-03-01,30.11,19.33,52.53,33.0,5.8,0.0,6.2,53.3
2014-03-02,30.0,17.56,50.59,34.06,8.1,0.0,6.0,52.0
2014-03-03,26.28,20.11,70.02,31.89,9.2,0.0,5.4,89.3
2014-03-03,29.44,18.17,50.87,32.39,13.9,0.0,6.2,57.4
2014-03-04,22.83,19.61,82.05,22.7,6.9,0.0,6.2,64.9
2014-03-04,28.94,18.89,55.44,33.5,5.8,0.0,6.2,61.2
2014-03-05,28.0,19.22,60.94,33.0,8.1,0.0,5.7,70.9
2014-03-05,31.06,17.44,44.12,33.5,6.9,0.0,6.2,50.0
2014-03-06,25.56,19.39,69.33,30.11,6.9,0.0,5.6,64.9
2014-03-06,30.72,18.22,47.66,34.0,8.1,0.0,6.0,47.9
2014-03-07,27.72,19.33,61.6,33.0,12.8,0.0,5.6,69.7
2014-03-08,27.06,17.61,59.67,31.28,8.1,0.0,5.0,33.7
2014-03-08,31.44,14.94,37.54,32.28,9.2,0.0,6.2,53.5
2014-03-09,22.33,16.33,69.04,23.8,9.2,0.0,5.6,54.9
2014-03-09,30.06,14.0,37.98,32.28,12.8,0.0,6.1,52.5
2014-03-10,28.61,15.83,48.87,31.89,8.1,0.0,5.9,67.9
2014-03-10,30.06,13.94,37.67,31.28,10.3,0.0,5.6,84.4
2014-03-11,25.06,16.33,59.39,27.94,11.4,0.0,5.6,67.4
2014-03-11,30.39,12.89,34.44,31.28,12.8,0.0,6.2,56.6
2014-03-12,29.5,12.22,35.72,33.0,17.2,0.0,6.2,53.4
2014-03-13,29.67,6.72,24.0,32.0,12.8,0.0,6.2,50.0
2014-03-13,31.83,7.89,22.65,32.0,16.1,0.0,6.2,50.0
2014-03-14,25.17,9.11,36.72,27.11,10.3,0.0,6.2,30.0
2014-03-14,32.17,6.22,19.94,32.94,16.1,0.0,6.2,0.0
2014-03-15,31.06,6.61,23.29,32.61,15.0,0.0,6.2,33.3
2014-03-15,32.94,3.33,15.54,32.56,12.8,0.0,6.2,40.0
2014-03-16,29.11,8.06,27.14,30.22,12.8,0.0,6.2,10.0
2014-03-16,34.33,7.0,18.51,33.78,15.0,0.0,6.2,10.0
2014-03-17,32.22,7.44,22.99,33.67,10.3,0.0,6.2,20.0
2014-03-18,31.94,5.17,19.83,34.11,10.3,0.0,6.2,35.0
2014-03-18,35.44,2.28,12.66,34.22,9.2,0.0,6.2,15.0
2014-03-19,27.06,4.28,24.09,29.0,8.1,0.0,6.2,60.0
2014-03-19,34.39,2.89,13.94,33.39,11.4,0.0,6.2,53.3
2014-03-20,33.17,8.67,25.02,34.5,12.8,0.0,6.2,30.0
2014-03-20,35.44,3.06,13.25,34.39,8.1,0.0,6.2,10.0
2014-03-21,29.56,17.61,50.5,32.61,8.1,0.0,6.2,30.0
2014-03-21,35.39,9.06,20.34,34.78,8.1,0.0,6.2,28.3
2014-03-22,32.33,16.17,39.92,35.11,9.2,0.0,6.2,50.0
2014-03-23,31.78,12.44,33.01,34.5,12.8,0.0,6.2,30.0
2014-03-23,35.06,11.39,24.07,35.33,10.3,0.0,6.2,42.5
2014-03-24,28.33,14.06,42.81,30.06,9.2,0.0,6.2,15.0
2014-03-24,34.78,6.06,17.91,34.17,15.0,0.0,6.2,30.0
2014-03-25,32.83,10.5,27.62,35.56,11.4,0.0,6.2,30.0
2014-03-25,34.83,8.06,19.99,34.61,10.3,0.0,6.2,30.0
2014-03-26,30.67,8.06,27.02,31.61,15.0,0.0,6.2,35.0
2014-03-26,35.22,5.78,16.83,34.33,17.2,0.0,6.2,35.0
2014-03-27,32.44,5.89,20.83,34.33,13.9,0.0,6.2,15.0
2014-03-28,31.89,6.39,20.79,32.83,16.1,0.0,4.6,30.0
2014-03-28,34.39,5.28,16.48,33.56,16.1,0.0,6.2,55.0
2014-03-29,29.56,9.56,29.2,31.33,5.8,0.0,6.2,30.0
2014-03-29,35.83,7.78,18.08,35.72,15.0,0.0,6.2,30.0
2014-03-30,34.0,9.44,22.81,36.33,11.4,0.0,6.2,23.3
2014-03-30,36.06,8.67,18.94,36.11,10.3,0.0,6.2,30.0
2014-03-31,30.11,13.39,37.26,31.94,8.1,0.0,6.2,30.0
2014-03-31,35.83,10.0,20.94,36.33,9.2,0.0,6.2,31.2
2014-04-01,33.22,16.44,41.02,36.61,8.1,0.0,5.9,28.0
2014-04-02,31.72,18.44,48.59,36.56,6.9,0.0,6.2,52.5
2014-04-02,35.72,14.22,28.46,36.94,10.3,0.0,6.2,38.6
2014-04-03,28.5,18.0,53.26,32.39,8.1,0.0,6.2,30.0
2014-04-03,35.5,12.0,24.94,36.61,12.8,0.0,6.2,44.5
2014-04-04,32.56,12.56,33.73,34.33,9.2,0.0,6.2,40.0
2014-04-04,35.17,7.78,19.02,34.61,12.8,0.0,6.2,30.0
2014-04-05,30.33,16.39,43.83,33.0,9.2,0.0,6.2,30.0
2014-04-05,36.44,10.11,20.98,36.11,10.3,0.0,6.2,34.4
2014-04-06,34.44,11.06,28.11,35.56,15.0,0.0,6.2,35.7
2014-04-07,32.44,14.11,36.08,34.89,11.4,0.0,6.2,18.7
2014-04-07,35.61,6.39,16.52,35.72,10.3,0.0,6.2,31.2
2014-04-08,27.17,21.94,73.5,34.17,10.3,0.0,6.2,40.0
2014-04-08,35.39,11.61,26.04,36.39,10.3,0.0,6.2,49.5
2014-04-09,33.17,17.28,39.9,36.83,8.1,0.0,6.2,54.2
2014-04-09,34.17,16.33,35.09,35.83,6.9,0.0,6.2,64.9
2014-04-10,26.5,20.94,71.93,33.61,3.4,0.0,5.6,86.9
2014-04-10,33.17,15.44,34.7,35.11,11.4,0.0,5.6,44.1
2014-04-11,32.61,16.94,41.73,36.56,9.2,0.0,6.2,47.5
2014-04-12,31.0,19.28,51.72,36.28,6.9,0.0,6.2,56.2
2014-04-12,32.17,17.67,42.41,35.33,9.2,0.0,5.0,69.9
2014-04-13,27.83,20.33,63.78,33.28,6.9,0.0,6.2,40.0
2014-04-13,33.56,18.0,40.89,36.83,8.1,0.0,6.2,54.6
2014-04-14,31.67,20.06,53.28,36.56,10.3,0.0,5.4,53.7
2014-04-14,34.06,13.5,29.17,35.44,9.2,0.0,5.6,50.0
2014-04-15,28.94,19.5,57.02,33.28,6.9,0.0,5.3,25.0
2014-04-15,33.72,18.11,39.92,36.28,10.3,0.0,5.0,56.6
2014-04-16,32.83,18.06,44.32,38.61,8.1,0.0,6.2,51.2
2014-04-17,30.89,21.39,58.96,37.67,8.1,0.0,6.0,47.4
2014-04-17,34.06,16.5,36.82,36.28,13.9,0.0,5.6,74.7
2014-04-18,27.83,19.56,61.72,33.0,3.4,0.0,6.2,39.8
2014-04-18,34.44,17.17,36.98,36.94,10.3,0.0,5.7,55.6
2014-04-19,32.78,18.22,44.05,37.44,8.1,0.0,6.2,56.6
2014-04-19,35.94,12.94,25.54,36.94,9.2,0.0,6.2,54.9
2014-04-20,30.89,17.39,45.48,33.0,6.9,0.0,6.2,35.0
2014-04-20,36.11,6.22,17.08,35.22,13.9,0.0,6.2,33.7
2014-04-21,34.11,8.5,23.38,35.06,13.9,0.0,6.2,43.5
2014-04-22,33.28,8.0,22.71,35.33,11.4,0.0,6.2,45.0
2014-04-22,36.0,6.67,16.69,35.44,16.1,0.0,6.2,30.0
2014-04-23,29.06,14.67,43.33,31.0,5.8,0.0,6.2,65.0
2014-04-23,34.78,11.28,25.74,34.89,11.4,0.0,6.2,59.9
2014-04-24,33.5,17.39,42.73,41.67,8.1,0.0,6.2,37.0
2014-04-24,36.44,12.0,24.89,35.72,8.1,0.0,6.2,43.6
2014-04-25,30.22,22.5,64.25,38.06,8.1,0.0,5.6,42.5
2014-04-25,36.78,16.39,30.76,38.78,9.2,0.0,6.2,45.8
2014-04-26,34.17,19.0,44.48,41.22,10.3,0.0,6.2,49.5
2014-04-27,32.33,20.44,50.49,39.33,5.8,0.0,6.0,47.4
2014-04-27,35.94,14.61,28.6,37.67,8.1,0.0,6.2,52.5
2014-04-28,29.94,21.94,62.4,36.78,5.8,0.0,6.2,60.0
2014-04-28,36.11,14.67,28.98,38.0,13.9,0.0,6.2,39.9
2014-04-29,33.94,17.5,40.82,38.0,11.4,0.0,6.2,42.0
2014-04-29,35.94,13.89,28.01,36.61,10.3,0.0,6.2,43.6
2014-04-30,30.5,21.06,57.86,38.28,5.8,0.0,6.2,54.9
2014-04-30,36.22,15.5,29.53,38.11,10.3,0.0,6.2,42.0
2014-05-01,33.72,17.72,40.46,38.0,12.8,0.0,6.2,47.9
2014-05-02,33.5,18.28,41.86,39.17,5.8,0.0,6.2,47.4
2014-05-02,35.06,16.72,34.01,38.61,15.0,0.0,5.3,62.4
2014-05-03,28.67,22.11,67.58,36.56,3.4,0.0,5.6,50.0
2014-05-03,34.22,17.78,38.82,38.06,10.3,0.0,5.9,53.7
2014-05-04,32.67,18.33,44.69,37.44,10.3,0.0,6.2,57.1
2014-05-04,35.06,15.67,31.73,37.44,10.3,0.0,6.2,69.9
2014-05-05,29.0,20.72,61.55,34.94,8.1,0.0,6.2,59.2
2014-05-05,34.0,18.22,39.7,38.11,12.8,0.0,6.2,59.9
2014-05-06,30.22,20.78,57.6,36.11,11.4,0.0,6.2,72.7
2014-05-07,28.11,22.06,70.35,35.78,15.0,0.0,5.4,90.9
2014-05-07,29.61,20.11,56.91,34.94,15.0,0.0,6.2,84.4
2014-05-08,25.06,22.28,85.06,31.94,16.1,0.0,3.1,94.4
2014-05-08,26.94,23.06,79.93,35.5,20.8,0.16,5.3,92.0
2014-05-09,27.39,22.39,74.65,35.5,20.8,0.0,5.4,89.4
2014-05-09,28.94,21.83,65.67,35.5,13.9,0.0,5.6,74.5
2014-05-10,27.61,20.67,66.85,34.56,11.4,0.0,6.2,35.0
2014-05-10,33.56,18.72,41.68,38.89,9.2,0.0,6.2,57.8
2014-05-11,32.06,18.61,47.13,36.94,9.2,0.0,5.8,53.3
2014-05-12,32.72,15.17,37.14,36.56,9.2,0.0,6.2,33.7
2014-05-12,35.72,13.5,26.53,37.67,4.7,0.0,6.2,52.5
2014-05-13,29.44,19.06,55.83,34.0,6.9,0.0,6.2,69.9
2014-05-13,34.33,16.44,36.14,38.61,6.9,0.0,6.2,54.9
2014-05-14,33.06,14.83,36.05,36.17,10.3,0.0,6.2,43.2
2014-05-14,35.06,12.67,26.12,36.17,8.1,0.0,6.2,64.9
2014-05-15,30.11,17.56,48.03,33.44,9.2,0.0,6.2,52.4
2014-05-15,35.39,13.11,26.4,36.17,9.2,0.0,6.2,58.3
2014-05-16,33.56,15.72,36.92,36.5,11.4,0.0,6.2,54.9
2014-05-17,31.72,20.06,51.91,38.11,9.2,0.0,6.2,40.8
2014-05-17,30.83,18.44,50.41,36.83,19.6,0.0,5.6,67.4
2014-05-18,28.56,20.67,63.09,35.78,9.2,0.0,6.2,80.0
2014-05-18,33.94,18.22,40.04,39.33,8.1,0.0,5.7,53.5
2014-05-19,33.33,19.11,46.11,38.11,8.1,0.0,6.2,48.3
2014-05-19,36.56,15.83,29.93,39.22,7.4,0.0,6.2,64.9
2014-05-20,28.83,22.06,67.11,35.5,9.2,0.0,5.3,20.0
2014-05-20,33.22,20.33,47.14,39.56,13.9,0.0,5.6,46.2
2014-05-21,31.5,20.22,52.22,38.56,10.3,0.0,6.2,54.4
2014-05-22,30.94,22.11,60.84,39.78,13.9,0.0,6.2,45.8
2014-05-22,34.5,18.5,39.01,38.11,8.1,0.0,6.2,41.1
2014-05-23,28.17,22.56,71.75,36.56,10.3,0.0,6.2,38.6
2014-05-23,34.5,19.78,43.15,39.78,12.8,0.0,6.2,35.8
2014-05-24,32.72,19.44,47.77,40.11,12.8,0.0,6.0,69.3
2014-05-24,35.33,16.44,32.65,38.0,9.2,0.0,6.2,28.7
2014-05-25,27.44,19.17,61.46,32.39,16.1,0.0,6.2,79.6
2014-05-25,34.06,17.94,38.84,38.11,13.9,0.0,6.2,56.6
2014-05-26,31.78,20.44,52.11,38.56,9.2,0.0,6.2,72.5
2014-05-27,31.89,22.89,60.96,40.78,8.1,0.0,5.8,49.1
2014-05-27,29.22,20.44,59.43,36.56,12.8,0.0,4.6,77.1
2014-05-28,26.94,22.11,75.56,36.56,8.1,0.0,6.2,80.0
2014-05-28,33.39,19.44,44.29,37.67,8.1,0.0,6.2,45.8
2014-05-29,31.72,19.89,51.22,38.11,10.3,0.0,6.2,50.0
2014-05-29,34.44,17.56,36.81,37.44,4.7,0.0,6.2,43.6
2014-05-30,29.33,21.06,61.57,36.78,11.4,0.0,6.2,54.9
2014-05-30,34.67,19.5,41.37,39.56,8.1,0.0,6.2,44.5
2014-05-31,32.61,19.94,48.82,40.78,11.4,0.0,6.2,50.4
2014-06-01,31.06,20.06,53.48,38.56,13.9,0.0,6.2,38.7
2014-06-01,34.39,18.72,40.19,38.61,11.3,0.0,6.2,43.6
2014-06-02,28.94,22.67,69.46,37.89,8.1,0.0,6.2,60.0
2014-06-02,34.11,20.61,45.8,41.06,11.3,0.0,6.0,53.8
2014-06-03,27.56,22.0,72.2,36.78,10.3,0.0,6.2,67.3
2014-06-03,29.83,21.33,60.63,35.78,3.4,0.0,5.6,69.9
2014-06-04,28.11,21.72,68.7,35.5,12.8,0.0,6.2,46.8
2014-06-04,32.33,21.39,52.57,38.28,9.2,0.0,6.2,61.6
2014-06-05,30.83,22.11,60.57,39.33,11.4,0.0,5.5,55.7
2014-06-06,28.94,22.67,70.0,39.28,11.4,0.0,5.4,51.6
2014-06-06,31.61,22.22,57.64,40.56,12.8,0.0,6.2,52.5
2014-06-07,26.33,22.17,78.11,33.61,12.8,0.0,6.2,54.9
2014-06-07,31.33,22.22,58.87,39.33,13.9,0.0,6.2,53.7
2014-06-08,30.28,22.44,63.45,40.56,16.1,0.0,6.2,58.9
2014-06-08,32.17,23.06,58.8,40.56,12.8,0.0,6.2,74.4
2014-06-09,26.5,21.22,73.23,35.11,16.1,0.0,6.2,79.8
2014-06-09,29.72,21.94,63.05,35.5,20.8,0.0,5.8,87.6
2014-06-10,28.33,21.22,66.04,35.78,21.9,0.0,6.2,89.4
2014-06-11,29.78,21.17,61.25,37.33,20.8,0.02,6.2,48.2
2014-06-11,31.78,19.83,49.41,37.33,18.3,0.0,6.2,46.8
2014-06-12,25.83,21.61,77.95,32.72,18.3,0.0,6.2,69.9
2014-06-12,31.22,20.67,53.91,37.33,19.6,0.0,6.2,66.0
2014-06-13,30.06,20.83,58.68,37.33,19.6,0.0,6.1,64.9
2014-06-13,28.33,20.78,67.28,37.33,15.0,0.08,4.4,74.8
2014-06-14,27.67,19.89,64.14,34.94,18.3,0.0,6.2,73.0
2014-06-14,31.67,19.72,49.22,36.11,23.0,0.0,6.2,56.6
2014-06-15,29.5,21.06,61.41,37.06,19.6,0.0,6.2,63.2
2014-06-16,29.22,19.89,58.18,35.33,19.6,0.0,6.2,47.4
2014-06-16,31.5,17.28,42.7,35.78,17.2,0.0,6.2,56.6
2014-06-17,25.67,20.67,74.53,32.0,20.8,0.0,6.2,69.9
2014-06-17,29.94,19.5,54.27,35.33,21.9,0.0,6.2,74.7
2014-06-18,28.61,20.72,63.04,34.94,23.0,0.0,5.3,68.6
2014-06-18,28.94,19.44,57.21,34.17,23.0,0.0,6.2,54.9
2014-06-19,26.22,21.06,73.66,32.0,19.6,0.0,5.6,86.9
2014-06-19,30.67,20.28,54.15,36.11,21.9,0.0,6.0,79.5
2014-06-20,29.33,20.83,61.1,37.06,23.0,0.0,6.2,67.8
2014-06-21,28.94,20.83,62.63,36.11,23.0,0.0,5.8,59.9
2014-06-21,30.89,20.28,53.59,36.11,20.8,0.0,6.2,64.9
2014-06-22,26.11,20.94,73.82,32.0,19.6,0.0,5.6,69.9
2014-06-22,31.44,20.06,51.49,36.5,20.8,0.0,6.2,62.4
2014-06-23,29.33,20.56,60.32,36.11,19.6,0.0,6.2,62.4
2014-06-23,30.83,19.17,49.91,36.11,16.1,0.0,6.2,69.9
2014-06-24,27.17,20.11,66.3,32.56,18.3,0.0,5.9,69.8
2014-06-24,32.61,18.28,42.9,35.78,15.0,0.0,6.2,59.9
2014-06-25,30.17,18.72,51.5,35.78,18.3,0.0,6.2,59.4
2014-06-26,29.39,19.78,58.34,35.11,15.0,0.0,6.2,46.5
2014-06-26,32.78,16.5,37.82,35.11,2.3,0.0,6.2,53.5
2014-06-27,26.33,20.33,70.16,31.33,10.3,0.0,6.2,80.0
2014-06-27,32.61,18.44,43.35,36.94,11.4,0.0,6.2,58.5
2014-06-28,31.17,20.72,54.96,38.56,11.4,0.0,5.9,62.4
2014-06-28,31.5,19.83,50.04,36.11,5.9,0.0,5.6,70.0
2014-06-29,27.94,22.11,70.91,36.56,12.8,0.0,5.9,48.6
2014-06-29,32.0,22.11,55.86,39.28,11.4,0.0,6.2,61.6
2014-06-30,30.22,21.89,62.45,38.06,11.4,0.0,6.1,61.9
2014-07-01,28.72,21.22,65.42,35.33,11.3,0.0,6.2,56.1
2014-07-01,31.33,20.17,51.88,36.11,9.6,0.0,6.2,64.9
2014-07-02,25.33,21.33,78.73,31.28,15.0,0.0,6.2,69.9
2014-07-02,30.5,20.72,56.52,37.33,15.0,0.0,6.2,63.7
2014-07-03,29.5,19.5,56.24,35.78,15.0,0.0,6.1,62.4
2014-07-03,32.06,18.83,45.86,35.78,12.0,0.0,6.2,50.0
2014-07-04,27.39,21.28,69.99,33.28,15.0,0.0,6.2,67.4
2014-07-04,31.33,19.89,50.8,36.11,15.0,0.0,6.2,59.9
2014-07-05,28.67,21.17,64.43,35.78,12.8,0.0,6.1,69.8
2014-07-06,25.78,23.06,85.31,33.61,12.8,0.0,5.2,86.1
2014-07-06,27.0,22.22,75.91,34.17,12.8,0.12,6.2,91.9
2014-07-07,24.44,21.17,82.24,29.61,12.8,0.0,5.6,69.9
2014-07-07,28.17,21.61,67.9,34.56,15.0,0.04,5.9,64.9
2014-07-08,27.0,20.94,70.13,33.28,18.3,0.0,5.6,88.1
2014-07-08,28.06,20.67,64.42,33.28,13.9,0.0,6.2,89.4
2014-07-09,25.94,20.94,74.69,32.0,18.3,0.0,5.9,64.9
2014-07-09,29.06,21.5,64.57,35.78,17.2,0.0,6.2,67.9
2014-07-10,26.33,21.17,74.19,34.56,20.8,0.63,5.0,90.5
2014-07-11,26.28,21.67,76.91,33.28,23.0,0.01,4.8,91.0
2014-07-11,28.0,18.94,57.84,32.56,23.0,0.0,5.3,92.0
2014-07-12,24.33,20.06,77.32,29.22,18.3,0.0,5.0,89.5
2014-07-12,28.0,20.22,63.49,34.94,23.0,0.0,4.6,79.6
2014-07-13,26.28,23.22,83.83,33.61,18.3,0.0,4.0,91.6
2014-07-13,25.17,21.94,82.77,31.28,20.8,0.35,4.3,84.5
2014-07-14,25.39,21.5,79.77,32.72,16.1,0.0,3.9,92.0
2014-07-14,28.89,20.44,60.56,33.72,21.9,0.0,6.2,74.7
2014-07-15,26.44,21.5,74.64,33.28,23.0,0.01,4.8,92.4
2014-07-16,28.0,21.5,68.8,35.78,23.0,0.0,5.4,91.0
2014-07-16,29.0,20.33,59.58,34.56,21.9,0.0,6.2,67.5
2014-07-17,24.44,20.67,79.93,29.22,21.9,0.0,6.2,70.0
2014-07-17,29.39,20.72,59.92,34.94,23.0,0.0,6.2,68.6
